Driver,Team,LapTimeSeconds,LapNumber,Stint,TyreLife,Compound,TrackStatus,PitInTime,PitOutTime
ALB,Williams,90.272,23,2.0,6.0,HARD,0,,
SAR,Williams,90.837,23,2.0,7.0,HARD,0,,
MAG,Haas F1 Team,111.422,23,3.0,0.0,HARD,0,,2023-11-26 13:38:15.470000+00:00
VER,Red Bull Racing,89.293,24,2.0,7.0,HARD,1,,
LEC,Ferrari,89.577,24,2.0,6.0,HARD,1,,
RUS,Mercedes,89.355,24,2.0,9.0,HARD,1,,
NOR,McLaren,89.791,24,2.0,9.0,HARD,1,,
PIA,McLaren,89.958,24,2.0,10.0,HARD,1,,
SAI,Ferrari,109.257,24,2.0,0.0,HARD,1,,2023-11-26 13:39:19.491000+00:00
ALO,Aston Martin,90.093,24,2.0,12.0,HARD,1,,
PER,Red Bull Racing,90.001,24,2.0,6.0,HARD,1,,
RIC,AlphaTauri,90.295,24,2.0,16.0,HARD,1,,
HAM,Mercedes,89.861,24,2.0,8.0,HARD,1,,
TSU,AlphaTauri,90.313,24,2.0,1.0,HARD,1,,
BOT,Alfa Romeo,92.36,24,1.0,23.0,HARD,1,,
OCO,Alpine,90.791,24,2.0,8.0,HARD,1,,
STR,Aston Martin,90.353,24,2.0,2.0,HARD,1,,
GAS,Alpine,90.802,24,2.0,6.0,HARD,1,,
HUL,Haas F1 Team,91.104,24,2.0,10.0,HARD,1,,
ZHO,Alfa Romeo,90.957,24,2.0,10.0,HARD,1,,
ALB,Williams,90.511,24,2.0,7.0,HARD,1,,
SAR,Williams,90.609,24,2.0,8.0,HARD,1,,
MAG,Haas F1 Team,91.448,24,3.0,1.0,HARD,1,,
VER,Red Bull Racing,89.401,25,2.0,8.0,HARD,0,,
LEC,Ferrari,89.707,25,2.0,7.0,HARD,0,,
RUS,Mercedes,89.545,25,2.0,10.0,HARD,0,,
NOR,McLaren,89.637,25,2.0,10.0,HARD,0,,
PIA,McLaren,90.028,25,2.0,11.0,HARD,0,,
ALO,Aston Martin,90.951,25,2.0,13.0,HARD,0,,
PER,Red Bull Racing,89.572,25,2.0,7.0,HARD,0,,
RIC,AlphaTauri,91.132,25,2.0,17.0,HARD,0,,
HAM,Mercedes,89.37,25,2.0,9.0,HARD,0,,
TSU,AlphaTauri,90.104,25,2.0,2.0,HARD,0,,
OCO,Alpine,90.338,25,2.0,9.0,HARD,0,,
BOT,Alfa Romeo,92.139,25,1.0,24.0,HARD,0,,
STR,Aston Martin,89.87,25,2.0,3.0,HARD,0,,
GAS,Alpine,90.852,25,2.0,7.0,HARD,0,,
HUL,Haas F1 Team,90.868,25,2.0,11.0,HARD,0,,
SAI,Ferrari,90.188,25,2.0,1.0,HARD,0,,
ZHO,Alfa Romeo,90.695,25,2.0,11.0,HARD,0,,
ALB,Williams,90.655,25,2.0,8.0,HARD,0,,
SAR,Williams,90.53,25,2.0,9.0,HARD,0,,
MAG,Haas F1 Team,90.592,25,3.0,2.0,HARD,0,,
VER,Red Bull Racing,89.289,26,2.0,9.0,HARD,0,,
LEC,Ferrari,89.655,26,2.0,8.0,HARD,0,,
RUS,Mercedes,89.54,26,2.0,11.0,HARD,0,,
NOR,McLaren,89.308,26,2.0,11.0,HARD,0,,
PIA,McLaren,89.918,26,2.0,12.0,HARD,0,,
PER,Red Bull Racing,89.864,26,2.0,8.0,HARD,0,,
ALO,Aston Martin,89.936,26,2.0,14.0,HARD,0,,
HAM,Mercedes,89.899,26,2.0,10.0,HARD,0,,
RIC,AlphaTauri,91.949,26,2.0,18.0,HARD,0,,
TSU,AlphaTauri,89.724,26,2.0,3.0,HARD,0,,
OCO,Alpine,90.993,26,2.0,10.0,HARD,0,,
STR,Aston Martin,88.86,26,2.0,4.0,HARD,0,,
BOT,Alfa Romeo,92.821,26,1.0,25.0,HARD,0,,
GAS,Alpine,90.629,26,2.0,8.0,HARD,0,,
HUL,Haas F1 Team,91.444,26,2.0,12.0,HARD,0,,
SAI,Ferrari,90.007,26,2.0,2.0,HARD,0,,
ZHO,Alfa Romeo,91.879,26,2.0,12.0,HARD,0,,
ALB,Williams,90.092,26,2.0,9.0,HARD,0,,
SAR,Williams,90.608,26,2.0,10.0,HARD,0,,
MAG,Haas F1 Team,90.599,26,3.0,3.0,HARD,0,,
VER,Red Bull Racing,89.156,27,2.0,10.0,HARD,0,,
LEC,Ferrari,89.21,27,2.0,9.0,HARD,0,,
RUS,Mercedes,89.432,27,2.0,12.0,HARD,0,,
NOR,McLaren,89.48,27,2.0,12.0,HARD,0,,
PIA,McLaren,89.602,27,2.0,13.0,HARD,0,,
PER,Red Bull Racing,89.34,27,2.0,9.0,HARD,0,,
ALO,Aston Martin,90.229,27,2.0,15.0,HARD,0,,
HAM,Mercedes,89.568,27,2.0,11.0,HARD,0,,
TSU,AlphaTauri,89.942,27,2.0,4.0,HARD,0,,
RIC,AlphaTauri,90.737,27,2.0,19.0,HARD,0,,
STR,Aston Martin,90.191,27,2.0,5.0,HARD,0,,
OCO,Alpine,90.578,27,2.0,11.0,HARD,0,,
GAS,Alpine,90.404,27,2.0,9.0,HARD,0,,
BOT,Alfa Romeo,91.817,27,1.0,26.0,HARD,0,,
HUL,Haas F1 Team,92.085,27,2.0,13.0,HARD,0,,
SAI,Ferrari,89.841,27,2.0,3.0,HARD,0,,
ALB,Williams,90.728,27,2.0,10.0,HARD,0,,
ZHO,Alfa Romeo,90.619,27,2.0,13.0,HARD,0,,
SAR,Williams,90.465,27,2.0,11.0,HARD,0,,
MAG,Haas F1 Team,90.691,27,3.0,4.0,HARD,0,,
VER,Red Bull Racing,89.217,28,2.0,11.0,HARD,0,,
LEC,Ferrari,89.556,28,2.0,10.0,HARD,0,,
RUS,Mercedes,89.565,28,2.0,13.0,HARD,0,,
NOR,McLaren,89.469,28,2.0,13.0,HARD,0,,
PIA,McLaren,91.036,28,2.0,14.0,HARD,0,,
PER,Red Bull Racing,88.954,28,2.0,10.0,HARD,0,,
ALO,Aston Martin,90.559,28,2.0,16.0,HARD,0,,
HAM,Mercedes,89.691,28,2.0,12.0,HARD,0,,
TSU,AlphaTauri,89.892,28,2.0,5.0,HARD,0,,
RIC,AlphaTauri,90.697,28,2.0,20.0,HARD,0,,
STR,Aston Martin,90.312,28,2.0,6.0,HARD,0,,
OCO,Alpine,90.322,28,2.0,12.0,HARD,0,,
GAS,Alpine,90.496,28,2.0,10.0,HARD,0,,
BOT,Alfa Romeo,92.424,28,1.0,27.0,HARD,0,,
SAI,Ferrari,89.977,28,2.0,4.0,HARD,0,,
HUL,Haas F1 Team,91.58,28,2.0,14.0,HARD,0,,
ALB,Williams,90.631,28,2.0,11.0,HARD,0,,
ZHO,Alfa Romeo,90.782,28,2.0,14.0,HARD,0,,
SAR,Williams,90.987,28,2.0,12.0,HARD,0,,
MAG,Haas F1 Team,90.709,28,3.0,5.0,HARD,0,,
VER,Red Bull Racing,89.183,29,2.0,12.0,HARD,0,,
LEC,Ferrari,89.556,29,2.0,11.0,HARD,0,,
RUS,Mercedes,89.722,29,2.0,14.0,HARD,0,,
NOR,McLaren,89.426,29,2.0,14.0,HARD,0,,
PER,Red Bull Racing,89.563,29,2.0,11.0,HARD,0,,
PIA,McLaren,90.34,29,2.0,15.0,HARD,0,,
ALO,Aston Martin,90.009,29,2.0,17.0,HARD,0,,
HAM,Mercedes,89.842,29,2.0,13.0,HARD,0,,
TSU,AlphaTauri,89.688,29,2.0,6.0,HARD,0,,
RIC,AlphaTauri,91.307,29,2.0,21.0,HARD,0,,
STR,Aston Martin,89.602,29,2.0,7.0,HARD,0,,
OCO,Alpine,90.504,29,2.0,13.0,HARD,0,,
GAS,Alpine,90.329,29,2.0,11.0,HARD,0,,
SAI,Ferrari,89.64,29,2.0,5.0,HARD,0,,
BOT,Alfa Romeo,94.094,29,1.0,28.0,HARD,0,2023-11-26 13:48:24.863000+00:00,
HUL,Haas F1 Team,91.768,29,2.0,15.0,HARD,0,,
ALB,Williams,90.588,29,2.0,12.0,HARD,0,,
ZHO,Alfa Romeo,90.608,29,2.0,15.0,HARD,0,,
SAR,Williams,90.693,29,2.0,13.0,HARD,0,,
MAG,Haas F1 Team,90.628,29,3.0,6.0,HARD,0,,
VER,Red Bull Racing,89.266,30,2.0,13.0,HARD,1,,
LEC,Ferrari,89.428,30,2.0,12.0,HARD,1,,
RUS,Mercedes,89.84,30,2.0,15.0,HARD,1,,
NOR,McLaren,89.5,30,2.0,15.0,HARD,1,,
PER,Red Bull Racing,89.48,30,2.0,12.0,HARD,1,,
PIA,McLaren,90.497,30,2.0,16.0,HARD,1,,
ALO,Aston Martin,90.415,30,2.0,18.0,HARD,1,,
HAM,Mercedes,90.118,30,2.0,14.0,HARD,1,,
TSU,AlphaTauri,89.989,30,2.0,7.0,HARD,1,,
STR,Aston Martin,89.736,30,2.0,8.0,HARD,1,,
RIC,AlphaTauri,90.678,30,2.0,22.0,HARD,1,,
OCO,Alpine,90.514,30,2.0,14.0,HARD,1,,
GAS,Alpine,90.392,30,2.0,12.0,HARD,1,,
SAI,Ferrari,89.7,30,2.0,6.0,HARD,1,,
HUL,Haas F1 Team,90.667,30,2.0,16.0,HARD,1,,
BOT,Alfa Romeo,113.086,30,2.0,0.0,MEDIUM,1,,2023-11-26 13:48:47.463000+00:00
ALB,Williams,90.591,30,2.0,13.0,HARD,1,,
ZHO,Alfa Romeo,91.054,30,2.0,16.0,HARD,1,,
SAR,Williams,90.642,30,2.0,14.0,HARD,1,,
MAG,Haas F1 Team,90.116,30,3.0,7.0,HARD,1,,
VER,Red Bull Racing,89.149,31,2.0,14.0,HARD,1,,
LEC,Ferrari,89.554,31,2.0,13.0,HARD,1,,
RUS,Mercedes,89.402,31,2.0,16.0,HARD,1,,
NOR,McLaren,90.01,31,2.0,16.0,HARD,1,,
PER,Red Bull Racing,89.413,31,2.0,13.0,HARD,1,,
PIA,McLaren,90.082,31,2.0,17.0,HARD,1,,
ALO,Aston Martin,90.128,31,2.0,19.0,HARD,1,,
HAM,Mercedes,89.806,31,2.0,15.0,HARD,1,,
TSU,AlphaTauri,89.667,31,2.0,8.0,HARD,1,,
STR,Aston Martin,89.706,31,2.0,9.0,HARD,1,,
RIC,AlphaTauri,92.484,31,2.0,23.0,HARD,1,2023-11-26 13:51:14.017000+00:00,
OCO,Alpine,90.319,31,2.0,15.0,HARD,1,,
GAS,Alpine,90.239,31,2.0,13.0,HARD,1,,
SAI,Ferrari,89.764,31,2.0,7.0,HARD,1,,
HUL,Haas F1 Team,90.593,31,2.0,17.0,HARD,1,,
ALB,Williams,90.555,31,2.0,14.0,HARD,1,,
ZHO,Alfa Romeo,90.935,31,2.0,17.0,HARD,1,,
SAR,Williams,90.647,31,2.0,15.0,HARD,1,,
BOT,Alfa Romeo,91.308,31,2.0,1.0,MEDIUM,1,,
MAG,Haas F1 Team,90.631,31,3.0,8.0,HARD,1,,
VER,Red Bull Racing,89.1,32,2.0,15.0,HARD,1,,
LEC,Ferrari,89.815,32,2.0,14.0,HARD,1,,
RUS,Mercedes,89.692,32,2.0,17.0,HARD,1,,
NOR,McLaren,89.842,32,2.0,17.0,HARD,1,,
PER,Red Bull Racing,89.314,32,2.0,14.0,HARD,1,,
PIA,McLaren,89.847,32,2.0,18.0,HARD,1,,
ALO,Aston Martin,89.807,32,2.0,20.0,HARD,1,,
HAM,Mercedes,89.876,32,2.0,16.0,HARD,1,,
TSU,AlphaTauri,89.968,32,2.0,9.0,HARD,1,,
STR,Aston Martin,89.831,32,2.0,10.0,HARD,1,,
OCO,Alpine,90.243,32,2.0,16.0,HARD,1,,
RIC,AlphaTauri,110.058,32,3.0,0.0,HARD,1,,2023-11-26 13:51:35.717000+00:00
GAS,Alpine,92.563,32,2.0,14.0,HARD,1,2023-11-26 13:52:50.297000+00:00,
SAI,Ferrari,89.897,32,2.0,8.0,HARD,1,,
HUL,Haas F1 Team,90.845,32,2.0,18.0,HARD,1,,
ALB,Williams,90.35,32,2.0,15.0,HARD,1,,
ZHO,Alfa Romeo,90.874,32,2.0,18.0,HARD,1,,
SAR,Williams,91.13,32,2.0,16.0,HARD,1,,
BOT,Alfa Romeo,90.245,32,2.0,2.0,MEDIUM,1,,
MAG,Haas F1 Team,90.684,32,3.0,9.0,HARD,1,,
VER,Red Bull Racing,89.137,33,2.0,16.0,HARD,1,,
LEC,Ferrari,89.693,33,2.0,15.0,HARD,1,,
RUS,Mercedes,89.593,33,2.0,18.0,HARD,1,,
NOR,McLaren,91.445,33,2.0,18.0,HARD,1,2023-11-26 13:53:53.484000+00:00,
PER,Red Bull Racing,89.261,33,2.0,15.0,HARD,1,,
PIA,McLaren,89.777,33,2.0,19.0,HARD,1,,
ALO,Aston Martin,90.426,33,2.0,21.0,HARD,1,,
HAM,Mercedes,89.774,33,2.0,17.0,HARD,1,,
TSU,AlphaTauri,89.759,33,2.0,10.0,HARD,1,,
STR,Aston Martin,90.128,33,2.0,11.0,HARD,1,,
OCO,Alpine,90.244,33,2.0,17.0,HARD,1,,
SAI,Ferrari,89.76,33,2.0,9.0,HARD,1,,
GAS,Alpine,111.301,33,3.0,0.0,HARD,1,,2023-11-26 13:53:13.697000+00:00
HUL,Haas F1 Team,92.455,33,2.0,19.0,HARD,1,2023-11-26 13:54:27.577000+00:00,
ALB,Williams,90.447,33,2.0,16.0,HARD,1,,
ZHO,Alfa Romeo,90.844,33,2.0,19.0,HARD,1,,
SAR,Williams,90.878,33,2.0,17.0,HARD,1,,
RIC,AlphaTauri,89.349,33,3.0,1.0,HARD,1,,
BOT,Alfa Romeo,90.623,33,2.0,3.0,MEDIUM,1,,
MAG,Haas F1 Team,90.437,33,3.0,10.0,HARD,1,,
VER,Red Bull Racing,89.077,34,2.0,17.0,HARD,1,,
LEC,Ferrari,89.447,34,2.0,16.0,HARD,1,,
RUS,Mercedes,90.962,34,2.0,19.0,HARD,1,2023-11-26 13:55:20.374000+00:00,
NOR,McLaren,107.697,34,3.0,0.0,HARD,1,,2023-11-26 13:54:14.884000+00:00
PER,Red Bull Racing,89.316,34,2.0,16.0,HARD,1,,
PIA,McLaren,89.841,34,2.0,20.0,HARD,1,,
ALO,Aston Martin,89.884,34,2.0,22.0,HARD,1,,
HAM,Mercedes,89.789,34,2.0,18.0,HARD,1,,
TSU,AlphaTauri,89.976,34,2.0,11.0,HARD,1,,
STR,Aston Martin,89.921,34,2.0,12.0,HARD,1,,
OCO,Alpine,90.033,34,2.0,18.0,HARD,1,,
SAI,Ferrari,89.674,34,2.0,10.0,HARD,1,,
ALB,Williams,90.026,34,2.0,17.0,HARD,1,,
HUL,Haas F1 Team,110.198,34,3.0,0.0,HARD,1,,2023-11-26 13:54:49.577000+00:00
ZHO,Alfa Romeo,90.941,34,2.0,20.0,HARD,1,,
SAR,Williams,90.769,34,2.0,18.0,HARD,1,,
RIC,AlphaTauri,89.584,34,3.0,2.0,HARD,1,,
GAS,Alpine,89.151,34,3.0,1.0,HARD,1,,
BOT,Alfa Romeo,90.473,34,2.0,4.0,MEDIUM,1,,
MAG,Haas F1 Team,90.452,34,3.0,11.0,HARD,1,,
VER,Red Bull Racing,89.148,35,2.0,18.0,HARD,0,,
LEC,Ferrari,91.443,35,2.0,17.0,HARD,0,2023-11-26 13:56:47.498000+00:00,
RUS,Mercedes,109.329,35,3.0,0.0,HARD,0,,2023-11-26 13:55:42.374000+00:00
PER,Red Bull Racing,89.243,35,2.0,17.0,HARD,0,,
PIA,McLaren,89.858,35,2.0,21.0,HARD,0,,
ALO,Aston Martin,89.869,35,2.0,23.0,HARD,0,,
HAM,Mercedes,91.324,35,2.0,19.0,HARD,0,2023-11-26 13:57:05.138000+00:00,
TSU,AlphaTauri,89.773,35,2.0,12.0,HARD,0,,
STR,Aston Martin,89.902,35,2.0,13.0,HARD,0,,
NOR,McLaren,88.736,35,3.0,1.0,HARD,0,,
OCO,Alpine,90.474,35,2.0,19.0,HARD,0,,
SAI,Ferrari,89.494,35,2.0,11.0,HARD,0,,
ALB,Williams,89.987,35,2.0,18.0,HARD,0,,
ZHO,Alfa Romeo,90.594,35,2.0,21.0,HARD,0,,
SAR,Williams,90.545,35,2.0,19.0,HARD,0,,
RIC,AlphaTauri,89.814,35,3.0,3.0,HARD,0,,
GAS,Alpine,89.016,35,3.0,2.0,HARD,0,,
HUL,Haas F1 Team,90.498,35,3.0,1.0,HARD,0,,
BOT,Alfa Romeo,90.401,35,2.0,5.0,MEDIUM,0,,
MAG,Haas F1 Team,90.413,35,3.0,12.0,HARD,0,,
VER,Red Bull Racing,88.902,36,2.0,19.0,HARD,0,,
LEC,Ferrari,108.82,36,3.0,0.0,HARD,0,,2023-11-26 13:57:08.698000+00:00
PER,Red Bull Racing,88.928,36,2.0,18.0,HARD,0,,
PIA,McLaren,91.58,36,2.0,22.0,HARD,0,2023-11-26 13:58:30.168000+00:00,
ALO,Aston Martin,92.048,36,2.0,24.0,HARD,0,2023-11-26 13:58:33.621000+00:00,
HAM,Mercedes,108.781,36,3.0,0.0,HARD,0,,2023-11-26 13:57:27.138000+00:00
TSU,AlphaTauri,89.64,36,2.0,13.0,HARD,0,,
STR,Aston Martin,90.486,36,2.0,14.0,HARD,0,,
RUS,Mercedes,88.687,36,3.0,1.0,HARD,0,,
NOR,McLaren,89.881,36,3.0,2.0,HARD,0,,
OCO,Alpine,90.622,36,2.0,20.0,HARD,0,,
SAI,Ferrari,90.228,36,2.0,12.0,HARD,0,,
ALB,Williams,90.341,36,2.0,19.0,HARD,0,,
ZHO,Alfa Romeo,90.67,36,2.0,22.0,HARD,0,,
SAR,Williams,90.74,36,2.0,20.0,HARD,0,,
RIC,AlphaTauri,90.531,36,3.0,4.0,HARD,0,,
GAS,Alpine,89.351,36,3.0,3.0,HARD,0,,
HUL,Haas F1 Team,89.691,36,3.0,2.0,HARD,0,,
BOT,Alfa Romeo,90.207,36,2.0,6.0,MEDIUM,0,,
MAG,Haas F1 Team,90.674,36,3.0,13.0,HARD,0,,
VER,Red Bull Racing,88.91,37,2.0,20.0,HARD,0,,
PER,Red Bull Racing,88.992,37,2.0,19.0,HARD,0,,
PIA,McLaren,107.533,37,3.0,0.0,HARD,0,,2023-11-26 13:58:51.268000+00:00
ALO,Aston Martin,110.279,37,3.0,1.0,HARD,0,,2023-11-26 13:58:55.421000+00:00
TSU,AlphaTauri,89.834,37,2.0,14.0,HARD,0,,
LEC,Ferrari,89.035,37,3.0,1.0,HARD,0,,
RUS,Mercedes,88.943,37,3.0,2.0,HARD,0,,
STR,Aston Martin,90.751,37,2.0,15.0,HARD,0,,
NOR,McLaren,89.22,37,3.0,3.0,HARD,0,,
OCO,Alpine,90.307,37,2.0,21.0,HARD,0,,
SAI,Ferrari,89.807,37,2.0,13.0,HARD,0,,
HAM,Mercedes,89.532,37,3.0,1.0,HARD,0,,
ALB,Williams,90.413,37,2.0,20.0,HARD,0,,
ZHO,Alfa Romeo,92.936,37,2.0,23.0,HARD,0,2023-11-26 14:00:35.448000+00:00,
SAR,Williams,91.78,37,2.0,21.0,HARD,0,,
RIC,AlphaTauri,91.968,37,3.0,5.0,HARD,0,,
GAS,Alpine,90.01,37,3.0,4.0,HARD,0,,
HUL,Haas F1 Team,89.747,37,3.0,3.0,HARD,0,,
BOT,Alfa Romeo,90.246,37,2.0,7.0,MEDIUM,0,,
MAG,Haas F1 Team,90.345,37,3.0,14.0,HARD,0,,
VER,Red Bull Racing,89.073,38,2.0,21.0,HARD,1,,
PER,Red Bull Racing,89.043,38,2.0,20.0,HARD,1,,
TSU,AlphaTauri,90.579,38,2.0,15.0,HARD,1,,
LEC,Ferrari,88.736,38,3.0,2.0,HARD,1,,
RUS,Mercedes,89.243,38,3.0,3.0,HARD,1,,
NOR,McLaren,89.596,38,3.0,4.0,HARD,1,,
STR,Aston Martin,90.403,38,2.0,16.0,HARD,1,,
OCO,Alpine,90.138,38,2.0,22.0,HARD,1,,
SAI,Ferrari,89.746,38,2.0,14.0,HARD,1,,
PIA,McLaren,88.138,38,3.0,1.0,HARD,1,,
HAM,Mercedes,90.373,38,3.0,2.0,HARD,1,,
ALO,Aston Martin,88.909,38,3.0,2.0,HARD,1,,
ALB,Williams,90.238,38,2.0,21.0,HARD,1,,
SAR,Williams,91.231,38,2.0,22.0,HARD,1,,
ZHO,Alfa Romeo,110.896,38,3.0,0.0,MEDIUM,1,,2023-11-26 14:00:57.748000+00:00
RIC,AlphaTauri,91.008,38,3.0,6.0,HARD,1,,
GAS,Alpine,90.098,38,3.0,5.0,HARD,1,,
HUL,Haas F1 Team,89.462,38,3.0,4.0,HARD,1,,
BOT,Alfa Romeo,90.016,38,2.0,8.0,MEDIUM,1,,
MAG,Haas F1 Team,90.376,38,3.0,15.0,HARD,1,,
VER,Red Bull Racing,88.849,39,2.0,22.0,HARD,1,,
PER,Red Bull Racing,89.13,39,2.0,21.0,HARD,1,,
LEC,Ferrari,88.759,39,3.0,3.0,HARD,1,,
TSU,AlphaTauri,91.013,39,2.0,16.0,HARD,1,,
RUS,Mercedes,89.194,39,3.0,4.0,HARD,1,,
NOR,McLaren,89.432,39,3.0,5.0,HARD,1,,
STR,Aston Martin,90.305,39,2.0,17.0,HARD,1,,
OCO,Alpine,92.095,39,2.0,23.0,HARD,1,,
SAI,Ferrari,90.581,39,2.0,15.0,HARD,1,,
PIA,McLaren,88.65,39,3.0,2.0,HARD,1,,
ALO,Aston Martin,88.8,39,3.0,3.0,HARD,1,,
HAM,Mercedes,89.221,39,3.0,3.0,HARD,1,,
ALB,Williams,90.497,39,2.0,22.0,HARD,1,,
SAR,Williams,91.989,39,2.0,23.0,HARD,1,,
RIC,AlphaTauri,90.068,39,3.0,7.0,HARD,1,,
GAS,Alpine,90.797,39,3.0,6.0,HARD,1,,
HUL,Haas F1 Team,90.091,39,3.0,5.0,HARD,1,,
BOT,Alfa Romeo,90.001,39,2.0,9.0,MEDIUM,1,,
MAG,Haas F1 Team,90.425,39,3.0,16.0,HARD,1,,
ZHO,Alfa Romeo,88.951,39,3.0,1.0,MEDIUM,1,,
VER,Red Bull Racing,89.053,40,2.0,23.0,HARD,0,,
PER,Red Bull Racing,88.909,40,2.0,22.0,HARD,0,,
LEC,Ferrari,88.546,40,3.0,4.0,HARD,0,,
RUS,Mercedes,88.683,40,3.0,5.0,HARD,0,,
TSU,AlphaTauri,89.633,40,2.0,17.0,HARD,0,,
NOR,McLaren,89.243,40,3.0,6.0,HARD,0,,
STR,Aston Martin,90.099,40,2.0,18.0,HARD,0,,
PIA,McLaren,88.683,40,3.0,3.0,HARD,0,,
SAI,Ferrari,89.635,40,2.0,16.0,HARD,0,,
OCO,Alpine,90.447,40,2.0,24.0,HARD,0,,
ALO,Aston Martin,88.617,40,3.0,4.0,HARD,0,,
HAM,Mercedes,88.867,40,3.0,4.0,HARD,0,,
ALB,Williams,90.331,40,2.0,23.0,HARD,0,,
RIC,AlphaTauri,88.841,40,3.0,8.0,HARD,0,,
SAR,Williams,91.754,40,2.0,24.0,HARD,0,,
GAS,Alpine,89.859,40,3.0,7.0,HARD,0,,
HUL,Haas F1 Team,90.121,40,3.0,6.0,HARD,0,,
BOT,Alfa Romeo,90.345,40,2.0,10.0,MEDIUM,0,,
MAG,Haas F1 Team,91.437,40,3.0,17.0,HARD,0,,
ZHO,Alfa Romeo,89.081,40,3.0,2.0,MEDIUM,0,,
VER,Red Bull Racing,89.003,41,2.0,24.0,HARD,1,,
PER,Red Bull Racing,89.195,41,2.0,23.0,HARD,1,,
LEC,Ferrari,88.466,41,3.0,5.0,HARD,1,,
RUS,Mercedes,88.612,41,3.0,6.0,HARD,1,,
TSU,AlphaTauri,89.511,41,2.0,18.0,HARD,1,,
NOR,McLaren,89.064,41,3.0,7.0,HARD,1,,
STR,Aston Martin,89.991,41,2.0,19.0,HARD,1,,
PIA,McLaren,88.762,41,3.0,4.0,HARD,1,,
SAI,Ferrari,89.495,41,2.0,17.0,HARD,1,,
OCO,Alpine,90.252,41,2.0,25.0,HARD,1,,
ALO,Aston Martin,88.81,41,3.0,5.0,HARD,1,,
HAM,Mercedes,88.81,41,3.0,5.0,HARD,1,,
