Driver,driver_id,Team,team_id,LapNumber,Compound,compound_id,TyreLife,Stint,TrackStatus,LapTimeSeconds,log_lap_time
SAR,14,Williams,7,4,MEDIUM,2,4,1,0,91.487,4.516196885684921
SAR,14,Williams,7,9,MEDIUM,2,9,1,1,91.408,4.515333001982107
SAR,14,Williams,7,10,MEDIUM,2,10,1,1,92.038,4.522201535248326
SAR,14,Williams,7,11,MEDIUM,2,11,1,1,91.882,4.520505145106845
SAR,14,Williams,7,19,HARD,3,3,2,0,90.368,4.503890222430722
SAR,14,Williams,7,20,HARD,3,4,2,0,90.406,4.504310636877044
SAR,14,Williams,7,21,HARD,3,5,2,1,90.281,4.50292702853841
SAR,14,Williams,7,25,HARD,3,9,2,0,90.53,4.505681287487349
SAR,14,Williams,7,26,HARD,3,10,2,0,90.608,4.5065425093714495
SAR,14,Williams,7,27,HARD,3,11,2,0,90.465,4.50496303557106
SAR,14,Williams,7,28,HARD,3,12,2,0,90.987,4.5107166391689395
SAR,14,Williams,7,39,HARD,3,23,2,1,91.989,4.521669004683159
SAR,14,Williams,7,40,HARD,3,24,2,0,91.754,4.519111082714615
SAR,14,Williams,7,45,HARD,3,3,3,1,88.791,4.486285293510377
SAR,14,Williams,7,46,HARD,3,4,3,1,88.918,4.487714596715289
SAR,14,Williams,7,47,HARD,3,5,3,1,89.458,4.493769241394411
SAR,14,Williams,7,48,HARD,3,6,3,1,89.931,4.499042709624413
SAR,14,Williams,7,49,HARD,3,7,3,0,88.896,4.487467147131879
SAR,14,Williams,7,50,HARD,3,8,3,1,88.98,4.488411625377895
SAR,14,Williams,7,51,HARD,3,9,3,1,88.837,4.486803229883341
SAR,14,Williams,7,52,HARD,3,10,3,0,88.64,4.484583222998974
SAR,14,Williams,7,53,HARD,3,11,3,1,88.943,4.487995715118588
SAR,14,Williams,7,54,HARD,3,12,3,1,88.923,4.487770826718509
SAR,14,Williams,7,55,HARD,3,13,3,1,89.025,4.4889172291638415
TSU,15,AlphaTauri,8,2,MEDIUM,2,1,1,0,91.674,4.5182388057986325
TSU,15,AlphaTauri,8,3,MEDIUM,2,2,1,1,90.674,4.507270656710028
TSU,15,AlphaTauri,8,4,MEDIUM,2,3,1,0,90.757,4.508185605156436
TSU,15,AlphaTauri,8,9,MEDIUM,2,8,1,1,90.862,4.509341871975418
TSU,15,AlphaTauri,8,10,MEDIUM,2,9,1,1,91.104,4.512001711095627
TSU,15,AlphaTauri,8,11,MEDIUM,2,10,1,1,91.472,4.516032914521616
TSU,15,AlphaTauri,8,19,MEDIUM,2,18,1,0,91.453,4.515825179110181
TSU,15,AlphaTauri,8,20,MEDIUM,2,19,1,0,91.211,4.513175503842086
TSU,15,AlphaTauri,8,21,MEDIUM,2,20,1,1,91.134,4.512330950883936
TSU,15,AlphaTauri,8,25,HARD,3,2,2,0,90.104,4.5009645587453955
TSU,15,AlphaTauri,8,26,HARD,3,3,2,0,89.724,4.496738291805779
TSU,15,AlphaTauri,8,27,HARD,3,4,2,0,89.942,4.499165018142242
TSU,15,AlphaTauri,8,28,HARD,3,5,2,0,89.892,4.498608949753746
TSU,15,AlphaTauri,8,39,HARD,3,16,2,1,91.013,4.511002353456598
TSU,15,AlphaTauri,8,40,HARD,3,17,2,0,89.633,4.495723555745202
TSU,15,AlphaTauri,8,45,HARD,3,22,2,1,89.315,4.4921694469008475
TSU,15,AlphaTauri,8,46,HARD,3,23,2,1,89.41,4.493232532747227
TSU,15,AlphaTauri,8,47,HARD,3,24,2,1,89.335,4.49239334838513
TSU,15,AlphaTauri,8,48,HARD,3,25,2,1,90.932,4.5101119744371
TSU,15,AlphaTauri,8,49,HARD,3,26,2,0,89.951,4.499265077622128
TSU,15,AlphaTauri,8,50,HARD,3,27,2,1,89.643,4.495835115574854
TSU,15,AlphaTauri,8,51,HARD,3,28,2,1,89.529,4.494562595143275
TSU,15,AlphaTauri,8,52,HARD,3,29,2,0,89.454,4.493724526674317
TSU,15,AlphaTauri,8,53,HARD,3,30,2,1,89.413,4.493266085478142
TSU,15,AlphaTauri,8,54,HARD,3,31,2,1,89.385,4.492952882867052
TSU,15,AlphaTauri,8,55,HARD,3,32,2,1,89.256,4.491508645290879
RIC,16,AlphaTauri,8,2,MEDIUM,2,1,1,0,92.742,4.5298214443982365
RIC,16,AlphaTauri,8,3,MEDIUM,2,2,1,1,91.519,4.516546600998366
RIC,16,AlphaTauri,8,4,MEDIUM,2,3,1,0,91.284,4.513975525803165
RIC,16,AlphaTauri,8,9,HARD,3,1,2,1,89.815,4.497751999220799
RIC,16,AlphaTauri,8,10,HARD,3,2,2,1,90.238,4.502450624383576
RIC,16,AlphaTauri,8,11,HARD,3,3,2,1,90.43,4.504576070752389
RIC,16,AlphaTauri,8,19,HARD,3,11,2,0,90.418,4.504443362621609
RIC,16,AlphaTauri,8,20,HARD,3,12,2,0,91.085,4.511793136482792
RIC,16,AlphaTauri,8,21,HARD,3,13,2,1,90.686,4.507402990190592
RIC,16,AlphaTauri,8,25,HARD,3,17,2,0,91.132,4.512309004936804
RIC,16,AlphaTauri,8,26,HARD,3,18,2,0,91.949,4.521234075515389
RIC,16,AlphaTauri,8,27,HARD,3,19,2,0,90.737,4.507965212194895
RIC,16,AlphaTauri,8,28,HARD,3,20,2,0,90.697,4.507524280499093
RIC,16,AlphaTauri,8,39,HARD,3,7,3,1,90.068,4.500564940597414
RIC,16,AlphaTauri,8,40,HARD,3,8,3,0,88.841,4.486848255153781
RIC,16,AlphaTauri,8,45,HARD,3,13,3,1,88.705,4.485316257512612
RIC,16,AlphaTauri,8,46,HARD,3,14,3,1,88.708,4.485350076905783
RIC,16,AlphaTauri,8,47,HARD,3,15,3,1,88.571,4.48380449026244
RIC,16,AlphaTauri,8,48,HARD,3,16,3,1,88.702,4.485282436975651
RIC,16,AlphaTauri,8,49,HARD,3,17,3,0,88.791,4.486285293510377
RIC,16,AlphaTauri,8,50,HARD,3,18,3,1,89.065,4.489366440244448
RIC,16,AlphaTauri,8,51,HARD,3,19,3,1,89.332,4.492359766358228
RIC,16,AlphaTauri,8,52,HARD,3,20,3,0,88.743,4.485744552005431
RIC,16,AlphaTauri,8,53,HARD,3,21,3,1,88.742,4.485733283447525
RIC,16,AlphaTauri,8,54,HARD,3,22,3,1,88.76,4.485936098064394
RIC,16,AlphaTauri,8,55,HARD,3,23,3,1,88.871,4.48718588007821
BOT,17,Alfa Romeo,9,2,HARD,3,1,1,0,92.77,4.5301233116651805
BOT,17,Alfa Romeo,9,3,HARD,3,2,1,1,91.698,4.518500568773754
BOT,17,Alfa Romeo,9,4,HARD,3,3,1,0,91.281,4.513942660796178
BOT,17,Alfa Romeo,9,9,HARD,3,8,1,1,91.716,4.518696846048747
BOT,17,Alfa Romeo,9,10,HARD,3,9,1,1,91.713,4.518664135844796
BOT,17,Alfa Romeo,9,11,HARD,3,10,1,1,91.616,4.517605928915705
BOT,17,Alfa Romeo,9,19,HARD,3,18,1,0,92.309,4.5251416448808754
BOT,17,Alfa Romeo,9,20,HARD,3,19,1,0,92.795,4.530392759030268
BOT,17,Alfa Romeo,9,21,HARD,3,20,1,1,92.462,4.52679774930169
BOT,17,Alfa Romeo,9,25,HARD,3,24,1,0,92.139,4.523298306399169
BOT,17,Alfa Romeo,9,26,HARD,3,25,1,0,92.821,4.530672907295181
BOT,17,Alfa Romeo,9,27,HARD,3,26,1,0,91.817,4.51979746566697
BOT,17,Alfa Romeo,9,28,HARD,3,27,1,0,92.424,4.526386685180718
BOT,17,Alfa Romeo,9,39,MEDIUM,2,9,2,1,90.001,4.499820781379649
BOT,17,Alfa Romeo,9,40,MEDIUM,2,10,2,0,90.345,4.503635675163794
BOT,17,Alfa Romeo,9,45,MEDIUM,2,15,2,1,90.495,4.505294600560835
BOT,17,Alfa Romeo,9,46,MEDIUM,2,16,2,1,89.998,4.4997874478611255
BOT,17,Alfa Romeo,9,47,MEDIUM,2,17,2,1,90.448,4.504775099932935
BOT,17,Alfa Romeo,9,48,MEDIUM,2,18,2,1,90.492,4.50526144900851
BOT,17,Alfa Romeo,9,49,MEDIUM,2,19,2,0,90.688,4.507425044068215
BOT,17,Alfa Romeo,9,50,MEDIUM,2,20,2,1,91.586,4.517278421571154
BOT,17,Alfa Romeo,9,51,MEDIUM,2,21,2,1,91.017,4.511046302256252
BOT,17,Alfa Romeo,9,52,MEDIUM,2,22,2,0,90.924,4.510023992737237
BOT,17,Alfa Romeo,9,53,MEDIUM,2,23,2,1,91.713,4.518664135844796
BOT,17,Alfa Romeo,9,54,MEDIUM,2,24,2,1,90.855,4.509264829101021
BOT,17,Alfa Romeo,9,55,MEDIUM,2,25,2,1,90.53,4.505681287487349
ZHO,18,Alfa Romeo,9,2,MEDIUM,2,1,1,0,92.533,4.527565337652576
ZHO,18,Alfa Romeo,9,3,MEDIUM,2,2,1,1,91.817,4.51979746566697
ZHO,18,Alfa Romeo,9,4,MEDIUM,2,3,1,0,91.303,4.514183645768645
ZHO,18,Alfa Romeo,9,9,MEDIUM,2,8,1,1,91.662,4.518107898611641
ZHO,18,Alfa Romeo,9,10,MEDIUM,2,9,1,1,91.936,4.521092682796879
ZHO,18,Alfa Romeo,9,11,MEDIUM,2,10,1,1,91.845,4.520102373598028
ZHO,18,Alfa Romeo,9,19,HARD,3,5,2,0,91.083,4.511771178729509
ZHO,18,Alfa Romeo,9,20,HARD,3,6,2,0,91.099,4.511946827257257
ZHO,18,Alfa Romeo,9,21,HARD,3,7,2,1,91.055,4.511463719547783
ZHO,18,Alfa Romeo,9,25,HARD,3,11,2,0,90.695,4.5075022288099325
ZHO,18,Alfa Romeo,9,26,HARD,3,12,2,0,91.879,4.520472494000241
ZHO,18,Alfa Romeo,9,27,HARD,3,13,2,0,90.619,4.506663904086514
ZHO,18,Alfa Romeo,9,28,HARD,3,14,2,0,90.782,4.508461028070058
ZHO,18,Alfa Romeo,9,39,MEDIUM,2,1,3,1,88.951,4.488085656319589
ZHO,18,Alfa Romeo,9,40,MEDIUM,2,2,3,0,89.081,4.489546068190549
ZHO,18,Alfa Romeo,9,45,MEDIUM,2,7,3,1,89.89,4.4985867005853075
ZHO,18,Alfa Romeo,9,46,MEDIUM,2,8,3,1,89.324,4.4922702087726405
ZHO,18,Alfa Romeo,9,47,MEDIUM,2,9,3,1,89.409,4.4932213482534085
ZHO,18,Alfa Romeo,9,48,MEDIUM,2,10,3,1,89.383,4.492930507497857
ZHO,18,Alfa Romeo,9,49,MEDIUM,2,11,3,0,89.766,4.49720628446015
ZHO,18,Alfa Romeo,9,50,MEDIUM,2,12,3,1,89.704,4.496515361158579
ZHO,18,Alfa Romeo,9,51,MEDIUM,2,13,3,1,89.702,4.496493065360222
ZHO,18,Alfa Romeo,9,52,MEDIUM,2,14,3,0,89.608,4.495444601709439
ZHO,18,Alfa Romeo,9,53,MEDIUM,2,15,3,1,89.781,4.497373371629915
ZHO,18,Alfa Romeo,9,54,MEDIUM,2,16,3,1,90.289,4.50301563683442
ZHO,18,Alfa Romeo,9,55,MEDIUM,2,17,3,1,90.416,4.504421242887488
MAG,19,Haas F1 Team,10,2,MEDIUM,2,1,1,0,93.067,4.533319663875584
MAG,19,Haas F1 Team,10,3,MEDIUM,2,2,1,1,91.711,4.518642328447727
MAG,19,Haas F1 Team,10,4,MEDIUM,2,3,1,0,91.593,4.517354849546014
MAG,19,Haas F1 Team,10,9,HARD,3,3,2,1,90.325,4.503414277033704
MAG,19,Haas F1 Team,10,10,HARD,3,4,2,1,90.814,4.508813458743985
MAG,19,Haas F1 Team,10,11,HARD,3,5,2,1,91.051,4.511419789089691
MAG,19,Haas F1 Team,10,19,HARD,3,13,2,0,92.16,4.523526196947581
MAG,19,Haas F1 Team,10,20,HARD,3,14,2,0,91.521,4.51656845414522
MAG,19,Haas F1 Team,10,21,HARD,3,15,2,1,91.95,4.52124495105033
MAG,19,Haas F1 Team,10,25,HARD,3,2,3,0,90.592,4.506365908929489
MAG,19,Haas F1 Team,10,26,HARD,3,3,3,0,90.599,4.506443175460426
MAG,19,Haas F1 Team,10,27,HARD,3,4,3,0,90.691,4.507458123972728
MAG,19,Haas F1 Team,10,28,HARD,3,5,3,0,90.709,4.507656580423213
MAG,19,Haas F1 Team,10,39,HARD,3,16,3,1,90.425,4.504520777838161
MAG,19,Haas F1 Team,10,40,HARD,3,17,3,0,91.437,4.515650210549397
MAG,19,Haas F1 Team,10,45,HARD,3,22,3,1,90.11,4.501031146246946
MAG,19,Haas F1 Team,10,46,HARD,3,23,3,1,89.934,4.499076067976514
MAG,19,Haas F1 Team,10,47,HARD,3,24,3,1,91.923,4.520951270083641
MAG,19,Haas F1 Team,10,48,HARD,3,25,3,1,90.657,4.5070831542967635
MAG,19,Haas F1 Team,10,49,HARD,3,26,3,0,90.553,4.505935314647532
MAG,19,Haas F1 Team,10,50,HARD,3,27,3,1,90.509,4.505449293275117
MAG,19,Haas F1 Team,10,51,HARD,3,28,3,1,90.432,4.504598187062062
MAG,19,Haas F1 Team,10,52,HARD,3,29,3,0,91.497,4.5163061848587285
MAG,19,Haas F1 Team,10,53,HARD,3,30,3,1,90.445,4.504741931153598
MAG,19,Haas F1 Team,10,54,HARD,3,31,3,1,90.207,4.502107029378949
MAG,19,Haas F1 Team,10,55,HARD,3,32,3,1,90.252,4.502605757632266
HUL,20,Haas F1 Team,10,2,MEDIUM,2,1,1,0,92.921,4.5317496697900586
HUL,20,Haas F1 Team,10,3,MEDIUM,2,2,1,1,91.351,4.514709229671597
HUL,20,Haas F1 Team,10,4,MEDIUM,2,3,1,0,91.374,4.514960974097609
HUL,20,Haas F1 Team,10,9,MEDIUM,2,8,1,1,91.545,4.516830654664568
HUL,20,Haas F1 Team,10,10,MEDIUM,2,9,1,1,91.583,4.517245664936568
HUL,20,Haas F1 Team,10,11,MEDIUM,2,10,1,1,92.002,4.521810315943184
HUL,20,Haas F1 Team,10,19,HARD,3,5,2,0,90.335,4.5035249822258905
HUL,20,Haas F1 Team,10,20,HARD,3,6,2,0,90.436,4.50464241821407
HUL,20,Haas F1 Team,10,21,HARD,3,7,2,1,90.636,4.506851485119311
HUL,20,Haas F1 Team,10,25,HARD,3,11,2,0,90.868,4.509407904000974
HUL,20,Haas F1 Team,10,26,HARD,3,12,2,0,91.444,4.515726763061725
HUL,20,Haas F1 Team,10,27,HARD,3,13,2,0,92.085,4.522712063547569
HUL,20,Haas F1 Team,10,28,HARD,3,14,2,0,91.58,4.5172129072289495
HUL,20,Haas F1 Team,10,39,HARD,3,5,3,1,90.091,4.500820270612844
HUL,20,Haas F1 Team,10,40,HARD,3,6,3,0,90.121,4.501153211818503
HUL,20,Haas F1 Team,10,45,HARD,3,11,3,1,89.5,4.4942386252808095
HUL,20,Haas F1 Team,10,46,HARD,3,12,3,1,89.456,4.493746884284289
HUL,20,Haas F1 Team,10,47,HARD,3,13,3,1,90.035,4.500198483621468
HUL,20,Haas F1 Team,10,48,HARD,3,14,3,1,90.121,4.501153211818503
HUL,20,Haas F1 Team,10,49,HARD,3,15,3,0,90.705,4.507612482393286
HUL,20,Haas F1 Team,10,50,HARD,3,16,3,1,90.2,4.502029427068578
HUL,20,Haas F1 Team,10,51,HARD,3,17,3,1,90.079,4.5006870630864215
HUL,20,Haas F1 Team,10,52,HARD,3,18,3,0,90.105,4.500975656970234
HUL,20,Haas F1 Team,10,53,HARD,3,19,3,1,90.09,4.500809170663349
HUL,20,Haas F1 Team,10,54,HARD,3,20,3,1,89.667,4.4961028083989385
HUL,20,Haas F1 Team,10,55,HARD,3,21,3,1,89.576,4.4950874269578955
